,Customer Name,Age,Name of Industry,Job title,Annual salary,Work experience,Gender,State,Category,Sub-Category,Product Name,Sales
310,Patrick Gardner,25-34,environmental health and safety,EHS technician  ,52000,2 - 4 years,Woman,Colorado,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.76800000000003
311,James Lanier,25-34,Environmental health and safety compliance,Compliance Coordinator,48000,11 - 20 years,Woman,Colorado,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.232
312,Brian Moss,25-34,Environmental Planning,Environmental Project Manager,77500,8 - 10 years,Woman,Colorado,Office Supplies,Labels,Avery 509,6.264
313,Eudokia Martin,55-64,Environmental regulation,Quality Assurance Lead,58,21 - 30 years,Woman,New Jersey,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.53999999999999
314,Art Foster,35-44,Environmental Restoration,Human Resources Manager,61050,21 - 30 years,Woman,Florida,Technology,Phones,AT&T 1070 Corded Phone,178.38400000000001
315,Guy Armstrong,25-34,Environmental Science,Quality Assessment Specialist,65000,5-7 years,Man,Florida,Office Supplies,Paper,Xerox 21,15.552000000000003
316,Cyma Kinney,25-34,Environmental sciences,Specialist,42000,5-7 years,Woman,Pennsylvania,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.13600000000001
317,Dave Poirier,25-34,Environmental Services,Industrial Hygienist,62500,2 - 4 years,Woman,New York,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882
318,Berenike Kampe,35-44,Environmental survey,Principal Investigator,52000,11 - 20 years,Woman,New York,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98
319,Sanjit Jacobs,25-34,Environmental/Cultural Resource Management,Archaeologist,48500,5-7 years,Man,New York,Technology,Phones,Panasonic Kx-TS550,275.94
320,Chuck Magee,18-24,Environmnetal ,Ecological specialist ,43000,5-7 years,Man,New York,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0
321,Anthony Jacobs,45-54,Executive Leadership Servis,Executive Assistant,88000,21 - 30 years,Woman,New York,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57
322,Linda Southworth,35-44,Executive Search,Executive Search Associate/Consultant,90000,8 - 10 years,Woman,California,Office Supplies,Fasteners,OIC Binder Clips,7.16
323,Guy Phonely,25-34,Facilities ,Project Manager,65000,5-7 years,Woman,California,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52
324,Paul Knutson,45-54,Family Office,Office Manager and Executive Assistant,125000,21 - 30 years,Woman,California,Technology,Accessories,Logitech Wireless Headset h800,99.99
325,Sally Matthias,35-44,Family office ,Executive and Personal Assistant & Operations ,120000,11 - 20 years,Woman,Tennessee,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.991999999999999
326,Anthony Garverick,25-34,Fashion,Data Scientist,115000,5-7 years,Woman,Pennsylvania,Technology,Phones,Aastra 57i VoIP phone,290.898
327,Peter McVee,35-44,Fashion/e-commerce ,E-commerce manager ,58500,8 - 10 years,Woman,Pennsylvania,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224000000000004
328,Lauren Leatherbury,25-34,Fast casual restaurant ,Shift lead,38188,8 - 10 years,Woman,Pennsylvania,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744
329,Jill Stevenson,25-34,Fast Food,Certified Trainer,29120,2 - 4 years,Woman,Pennsylvania,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24000000000001
330,Ed Ludwig,25-34,Federal Contracting/Business Development,Proposal Analyst,70000,8 - 10 years,Woman,Pennsylvania,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.76400000000001
331,Pamela Coakley,25-34,Film Post-Production,Pipeline Developer,95000,5-7 years,Woman,Pennsylvania,Technology,Phones,AT&T 841000 Phone,82.8
332,Hunter Lopez,35-44,Finance,Structured Finance Manager,129000,8 - 10 years,Woman,Pennsylvania,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724000000000004
333,Maribeth Schnelling,25-34,"Finance/Investment Management but in legal/compliance, so back-office","Vice President, Compliance Officer",125000,5-7 years,Woman,Pennsylvania,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896000000000001
334,George Bell,25-34,Fintech,HR & Talent Analyst,62500,5-7 years,Woman,California,Office Supplies,Binders,Storex Dura Pro Binders,4.752000000000001
335,Justin Ritter,35-44,FinTech/Payment Processing,Merchant Services Operations Specialist,58500,11 - 20 years,Woman,California,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,959.984
336,Bill Eplett,25-34,Fire protection,Client Service Representative,70000,8 - 10 years,Woman,California,Office Supplies,Binders,Avery Non-Stick Binders,14.368000000000002
337,Sample Company A,45-54,Fitness,Office manager ,52000,11 - 20 years,Woman,California,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712000000000001
338,Rob Williams,25-34,Fitness & Entertainment,Pilates teacher & classical singer,75000,21 - 30 years,Woman,California,Furniture,Tables,Hon 5100 Series Wood Tables,698.3520000000001
339,Sanjit Engle,35-44,Food,Personal chef ,130000,11 - 20 years,Man,Utah,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96
340,Adam Hart,35-44,Food & Beverage,Chief X Officer,450000,21 - 30 years,Woman,Pennsylvania,Office Supplies,Art,Newell 314,17.856
341,Jessica Myrick,45-54,Food & Beverage production,Controls engineer,90000,21 - 30 years,Woman,Pennsylvania,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.9700000000001
342,Joel Jenkins,25-34,Food & Beverages,Sales Analyst ,55000,8 - 10 years,Woman,Pennsylvania,Office Supplies,Fasteners,Staples,30.991999999999997
343,Ralph Kennedy,25-34,Food & Nutrition,eCommerce Analytics Manager,105000,8 - 10 years,Man,Pennsylvania,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",71.928
344,Catherine Glotzbach,35-44,Food and Beverage ,Sustainability Manager,100000,8 - 10 years,Woman,Texas,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.80000000000001
345,Rachel Payne,45-54,Food and Flavor,Sr Analytical Chemist,104000,21 - 30 years,Woman,California,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976
346,Karen Carlisle,65 or over,Food demos,Sales Advisor,27000,31 - 40 years,Woman,Massachusetts,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.5600000000000005
347,Katherine Hughes,35-44,Food Distribution,Payroll Administration,45000,5-7 years,Woman,Massachusetts,Office Supplies,Paper,Easy-staple paper,24.56
348,Greg Hansen,25-34,Food Industry,Chemist,68000,5-7 years,Woman,Massachusetts,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96
349,Scott Williamson,25-34,Food industry ,Senior manager of quality assurance ,60000,5-7 years,Woman,New York,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79
350,Joseph Airdo,25-34,Food manufacturing,Packaging Dept Supervisor,58240,5-7 years,Woman,New York,Office Supplies,Paper,Xerox 1881,24.56
351,Daniel Lacy,35-44,Food manufacturing ,Procurement Manager ,65000,21 - 30 years,Woman,New York,Office Supplies,Binders,Acco Hanging Data Binders,3.048
352,Lindsay Williams,35-44,Food processing,Quality Assurance Manager,62000,11 - 20 years,Woman,New York,Office Supplies,Paper,Xerox 1881,49.12
353,Thomas Brumley,45-54,Food production,Pricing coordinator,60680,21 - 30 years,Woman,New York,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168000000001
354,Bryan Spruell,25-34,Food Service,Shift Leader (Manager),35400,5-7 years,Woman,New York,Furniture,Bookcases,Sauder Barrister Bookcases,388.70400000000006
355,Robert Waldorf,25-34,Food Service ,Bartender/Server,29000,5-7 years,Woman,New York,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26
356,Tracy Zic,25-34,Food Service --- Baking,Baker,35350,11 - 20 years,Woman,New York,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04
357,Ann Steele,35-44,Food/Beverage Manufacturing- Quality/Laboratory,Quality & Lab Supervisor,52500,11 - 20 years,Man,New York,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",34.4
358,Toby Swindell,35-44,Food/Quick Service Restaurant (QSR),Product Owner,110000,11 - 20 years,Woman,North Carolina,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24000000000001
359,Sara Luxemburg,35-44,Foodservice,Director of Human Resources,115000,11 - 20 years,Woman,Georgia,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84
360,Mitch Willingham,35-44,For profit education,Director of Operations,66000,11 - 20 years,Man,Georgia,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7
361,Rob Dowd,35-44,Forensics,Director,65000,11 - 20 years,Woman,New York,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7
362,Ryan Akin,18-24,Forklift operator warehouse,General warehouse associate 2,40560,5-7 years,Woman,New York,Furniture,Chairs,Global Ergonomic Managers Chair,488.646
363,Meg Tillman,25-34,Freelance Journalism,Assistant Editor,12000,2 - 4 years,Woman,New York,Office Supplies,Art,Newell 333,5.56
364,Vivek Gonzalez,45-54,Freelance/Self-Employed Consultant ,Don't have one. Don't need one. ,120000,11 - 20 years,Woman,New York,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12
365,John Stevenson,25-34,Funding Intermediary ,Director of Programs ,115000,11 - 20 years,Woman,California,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96
366,Kalyca Meade,35-44,Fundraising,Development Officer,95000,21 - 30 years,Woman,Connecticut,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,23.2
367,Hallie Redmond,25-34,Fundraising ,"Associate Director, Annual Fund ",82000,8 - 10 years,Woman,Connecticut,Office Supplies,Supplies,Staple remover,7.36
368,Deanra Eno,35-44,Fundraising for a university ,"Director, Donor Relations",100440,11 - 20 years,Woman,Connecticut,Office Supplies,Storage,Pizazz Global Quick File,104.79
369,Allen Goldenen,45-54,"Fundraising in Higher Education; nonclinical, nonacademic",Sr Donor Relations Coordinator,44000,21 - 30 years,Woman,Connecticut,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92
370,Jennifer Jackson,55-64,Funeral,Office Manager,54000,21 - 30 years,Woman,Texas,Office Supplies,Paper,Xerox 1930,25.920000000000005
371,Jennifer Halladay,25-34,Funeral Service ,Admin Assistant ,33280,8 - 10 years,Man,Texas,Office Supplies,Storage,File Shuttle I and Handi-File,53.42400000000001
372,Robert Dilbeck,55-64,funeral services,Funeral Assistant,30284,8 - 10 years,Man,Arizona,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.160000000000002
373,Mary O'Rourke,25-34,Gambling,Commercial Finance Analyst,66820,11 - 20 years,Woman,Arizona,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,1023.9360000000001
374,Noel Staavos,25-34,Game development,Senior Producer,110000,11 - 20 years,Man,Arizona,Office Supplies,Art,Newell 324,9.24
375,Deirdre Greer,25-34,Gaming,Channel Marketing Specialist,68500,2 - 4 years,Woman,Arizona,Technology,Accessories,Microsoft Natural Keyboard Elite,479.04
376,Nicole Fjeld,25-34,Gaming (Gambling),Data Analyst,72000,8 - 10 years,Woman,Illinois,Office Supplies,Paper,Xerox 1960,99.13600000000001
377,Matthew Grinstein,45-54,Gas & Oil,Senior Technical Writer,75000,21 - 30 years,Man,Massachusetts,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",1488.4239999999998
378,Theresa Swint,35-44,Geospatial,Project manager,88007,11 - 20 years,Woman,Texas,Office Supplies,Appliances,Holmes Odor Grabber,8.651999999999997
379,Brian DeCherney,45-54,Global Health Consulting,Global health consultant,140000,21 - 30 years,Woman,Texas,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,23.832
380,Charles McCrossin,25-34,Global Mobility,Senior International Relocation Coordinator,57500,8 - 10 years,Man,Texas,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",12.175999999999998
381,Skye Norling,25-34,Government ,Project analyst ,70000,8 - 10 years,Woman,California,Office Supplies,Paper,Southworth Structures Collection,50.96
382,Erica Hernandez,35-44,Government Affairs/Lobbying,Director of Government Affairs,130000,11 - 20 years,Woman,California,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536
383,Frank Olsen,35-44,Government and Public Administration,Researcher,96000,8 - 10 years,Woman,Michigan,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,41.9
384,Maurice Satty,25-34,Government Contracting,Senior IT Training Specialist,110000,8 - 10 years,Woman,Florida,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",375.45750000000004
385,Chad Cunningham,25-34,Government contracting (data analytics and program evaluations),Consultant,86000,5-7 years,Woman,Florida,Technology,Accessories,Logitech Media Keyboard K200,83.97600000000001
386,Don Weiss,35-44,Government Contracting R&D,Senior Contract Administrator,100000,11 - 20 years,Woman,Pennsylvania,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,482.34000000000003
387,Bill Tyler,55-64,Government contractor,Senior Editor,105000,21 - 30 years,Woman,Pennsylvania,Furniture,Furnishings,3M Hangers With Command Adhesive,2.9600000000000004
388,Craig Yedwab,25-34,Government contractor ,Training specialist ,70000,8 - 10 years,Woman,Ohio,Office Supplies,Art,Crayola Colored Pencils,2.624
389,Brad Thomas,25-34,Government Contractor (R&D),Project Manager,55000,5-7 years,Woman,New York,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",23.36
390,Penelope Sewall,35-44,"government contractor, international development",Sr. Specialist,135000,11 - 20 years,Woman,New York,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,39.98
391,Paul Van Hugh,25-34,Government Relations,Lobbyist,112500,8 - 10 years,Woman,Washington,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,246.38400000000001
392,Neoma Murray,45-54,Government relations ,Director of Policy,68000,21 - 30 years,Woman,Washington,Technology,Copiers,Canon PC1080F Personal Copier,1799.97
393,Dionis Lloyd,18-24,Government Relations/Lobbying,"Manager, Policy and Advocacy",59000,2 - 4 years,Man,Illinois,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,12.461999999999996
394,Christine Sundaresam,35-44,Government- Scientist,Forensic Scientist,100000,11 - 20 years,Woman,Nevada,Office Supplies,Binders,Tuf-Vin Binders,75.792
395,Frank Hawley,35-44,Govt contractor - not direct govt but they pay my company who in turn pays me,FSO,100000,11 - 20 years,Man,Rhode Island,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,49.96
396,Nat Carroll,35-44,Govt contractor - not directly govt but they pay me,Facility Security Officer,100000,11 - 20 years,Woman,Rhode Island,Office Supplies,Paper,Xerox 1958,12.96
397,Alex Avila,25-34,Govtech Software as a Service,Implementation Consultant,60171,2 - 4 years,Woman,Michigan,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",70.12
398,Larry Tron,18-24,Graduate assistant and also events ,Student supervisor/graduate assistant ,24000,8 - 10 years,Man,Texas,Office Supplies,Storage,Super Decoflex Portable Personal File,35.952000000000005
399,Anne Pryor,35-44,Graduate Student,Graduate Research Assistant - Mechanical Engineering - GA Tech,2350,8 - 10 years,Woman,Texas,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2655999999997
400,Paul MacIntyre,35-44,Grantwriting Consultants,Content Director,94000,11 - 20 years,Woman,Texas,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",131.136
401,Alyssa Tate,25-34,Grocery delivery,Marketing Manager,50000,2 - 4 years,Woman,Texas,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,57.584
402,Cathy Armstrong,35-44,Grocery Distribution,Operations Manager,52532,11 - 20 years,Woman,Florida,Office Supplies,Paper,Xerox 1974,9.568000000000001
403,Harold Ryan,35-44,Gyms,District manager,60000,11 - 20 years,Woman,North Carolina,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",39.072
404,Bradley Talbott,45-54,Haz/Ind/Rad Waste Management ,Lab Manager,100000,21 - 30 years,Man,New York,Office Supplies,Appliances,Staple holder,35.910000000000004
405,Larry Hughes,35-44,Health and fitness,client care representative ,43680,11 - 20 years,Woman,California,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,179.95000000000002
406,Steven Ward,35-44,Health and Safety,Industrial Hygienist,153000,11 - 20 years,Woman,California,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976
407,Stefania Perrino,25-34,Health care,Data Programmer Analyst,74000,5-7 years,Woman,California,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",27.15
408,Ben Ferrer,45-54,Health Insurance ,Knowledge Analyst ,72000,21 - 30 years,Woman,California,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",1004.0239999999999
409,Kean Thornton,25-34,Health Research,Senior Research Coordinator,61000,5-7 years,Man,California,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",9.68
410,Brooke Gillingham,45-54,Healthcare Information Technology,Clinical Informatics,63000,11 - 20 years,Woman,California,Office Supplies,Labels,Self-Adhesive Removable Labels,28.349999999999998
411,Greg Matthias,25-34,Healthcare IT,Consultant ,135000,11 - 20 years,Woman,California,Office Supplies,Paper,Xerox 1908,55.98
412,Eva Jacobs,25-34,Healthcare technology ,Project Manager,83900,8 - 10 years,Woman,California,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829
413,Nora Preis,25-34,Heritage ,Museum Specialist,49000,2 - 4 years,Woman,California,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.56800000000001
414,Mick Hernandez,35-44,High end outdoor furniture manufacturer ,Customer service rep,53000,11 - 20 years,Woman,Washington,Office Supplies,Paper,Xerox 191,139.86
415,Jocasta Rupert,35-44,Higher education fundraising,Senior Writer,59000,11 - 20 years,Woman,Washington,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.136
416,Suzanne McNair,35-44,Higher education/Libraries,Archivist,62000,8 - 10 years,Woman,California,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,95.92
417,Chris Cortes,35-44,Historic Preservation,Senior Architectural Conservator,75000,11 - 20 years,Woman,California,Furniture,Chairs,Bevis Steel Folding Chairs,383.8
418,Phillip Flathmann,25-34,Homemaker,Homemaker ,0,5-7 years,Woman,Kentucky,Office Supplies,Paper,Xerox 1987,5.78
419,Dan Campbell,45-54,Horticulture,Greenhouse and Nursery Manager,37440,11 - 20 years,Woman,California,Office Supplies,Art,American Pencil,9.32
420,Bryan Davis,25-34,Hospital,Manager of Library Services,77500,5-7 years,Man,California,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",15.25
421,Gene McClure,25-34,Hospitality & Events,Graphic Designer,75000,5-7 years,Woman,Colorado,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,196.752
422,Todd Boyes,35-44,Household Services,Nanny,62400,11 - 20 years,Woman,Massachusetts,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",56.56
423,Justin Hirsh,45-54,Housekeeper/cook,Housekeeper,44000,11 - 20 years,Woman,Massachusetts,Office Supplies,Storage,Crate-A-Files,32.7
424,Erica Bern,35-44,HRO,Payroll Manager,64000,11 - 20 years,Woman,Mississippi,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4
425,Quincy Jones,18-24,Human Capital Management,Sales Operations Manager,108000,2 - 4 years,Woman,Michigan,Furniture,Furnishings,Coloredge Poster Frame,28.4
426,Tracy Collins,25-34,Human Resources,Operations,57383,8 - 10 years,Woman,Michigan,Office Supplies,Binders,GBC VeloBinder Manual Binding System,287.92
427,Chuck Sachs,45-54,Human Resources ,HR Administrator/Generalist,40,11 - 20 years,Woman,New York,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",69.99
428,Henry Goldwyn,45-54,Human services,HR assistant ,33280,8 - 10 years,Woman,Texas,Office Supplies,Art,Design Ebony Sketching Pencil,6.671999999999999
429,Laurel Workman,35-44,Hybrid Nonprofit Higher Education (we are part of a university but our entire budget comes from grants),Senior Research Coordinator,49500,11 - 20 years,Woman,North Carolina,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,189.58800000000005
430,Matt Collins,25-34,I have two jobs. Marketing / Business ,Project Manager ,135000,2 - 4 years,Woman,North Carolina,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.74399999999997
431,Liz Preis,25-34,I work at a property tax management company. Not sure where this fits in. Consulting maybe?,Administrative assistant ,37500,2 - 4 years,Man,North Carolina,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96
432,Evan Bailliet,45-54,I work for Indeed.com,Learning Experience Coordinator,68000,21 - 30 years,Woman,North Carolina,Office Supplies,Storage,Woodgrain Magazine Files by Perma,4.768
433,George Zrebassa,25-34,I work in the finance function of a large global conglomerate,Sr. Financial Analyst,90000,5-7 years,Woman,Massachusetts,Office Supplies,Storage,Letter Size Cart,714.3000000000001
434,Cathy Prescott,35-44,Industrial Cleaning & Non Hazardous Transport,Accountant,55000,11 - 20 years,Woman,Florida,Office Supplies,Binders,Insertable Tab Post Binder Dividers,4.812
435,Frank Gastineau,25-34,Industrial Hygiene,Senior Industrial Hygienist,90000,8 - 10 years,Woman,Florida,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,247.8
436,Lisa DeCherney,35-44,Industrial Supply,Business Systems Administrator,67000,21 - 30 years,Woman,Illinois,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",1007.979
437,Alejandro Ballentine,45-54,Information ,Senior marketing manager,135000,21 - 30 years,Man,Illinois,Office Supplies,Paper,Xerox 1908,313.488
438,Michael Nguyen,35-44,Information sciences,Librarian ,77200,11 - 20 years,Woman,Texas,Office Supplies,Paper,Xerox 1897,31.872000000000003
439,Jim Radford,35-44,Information services (libraries),Head of Cataloging,67231,11 - 20 years,Woman,New York,Furniture,Chairs,Global Deluxe Steno Chair,207.84600000000003
440,Jamie Frazer,35-44,Information services (library),interlibrary loan coordinator,35172,11 - 20 years,Woman,Michigan,Furniture,Furnishings,Aluminum Document Frame,12.22
441,Chad McGuire,35-44,Information Services/Libraries,Librarian,53000,11 - 20 years,Woman,Michigan,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,194.94
442,Aaron Smayling,55-64,Information Technology,Senior Technical Writer,99952,41 years or more,Woman,Michigan,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,70.94999999999999
443,Beth Paige,45-54,Information Technology ,System architect ,70000,21 - 30 years,Woman,Michigan,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36
444,Natalie DeCherney,25-34,Information technology (IT),Business Analyst ,102000,5-7 years,Woman,Michigan,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94
445,Larry Blacks,45-54,Instructional Design and Training,Senior Instructional Designer,104000,21 - 30 years,Woman,Michigan,Office Supplies,Labels,Avery 520,22.05
446,Kean Takahito,35-44,"Instructional Design, Aviation Industry",Instructional Designer,52000,8 - 10 years,Woman,Indiana,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.91
447,Harry Marie,35-44,Instructional Designer,Instructional Designer ,80000,11 - 20 years,Woman,New York,Office Supplies,Art,Newell 345,59.519999999999996
448,Ann Blume,45-54,Insurance,Senior Client Service Representative,73000,31 - 40 years,Woman,New York,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,161.94
449,Sam Zeldin,25-34,Intelligence,All Source Intelligence Analyst ,110000,8 - 10 years,Woman,New York,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,263.88
450,Michael Granlund,18-24,Interior Design (commercial),Interior Designer,40000,2 - 4 years,Woman,New York,Office Supplies,Art,50 Colored Long Pencils,30.48
451,Julie Kriz,25-34,Interior landscaping ,Interior Horticultural Technician ,33000,8 - 10 years,Woman,New York,Office Supplies,Art,Newell 342,9.84
452,Paul Prost,25-34,Internal Communications,Senior Communications Manager,100800,11 - 20 years,Woman,New York,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,35.12
453,Yana Sorensen,25-34,International Development,Media and Data Analyst ,60000,2 - 4 years,Woman,Ohio,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.364
454,Katherine Murray,25-34,International development (multilateral donor),Urban Specialist,111360,8 - 10 years,Woman,Ohio,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,665.408
455,Adrian Barton,35-44,Internet,Sr. Payroll Specialist ,90000,11 - 20 years,Woman,Oklahoma,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,63.88
456,Helen Abelman,35-44,Investing,Administrative Assistant,58000,11 - 20 years,Man,California,Furniture,Chairs,"Global Geo Office Task Chair, Gray",129.568
457,Beth Thompson,25-34,IT,Compliance Analyst,56000,2 - 4 years,Man,Illinois,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.558
458,Stuart Van,45-54,IT MSP,Office manager,60000,21 - 30 years,Woman,Illinois,Office Supplies,Envelopes,Staple envelope,8.928
459,Rick Wilson,35-44,IT Security,Risk Assessment Analyst,43680,8 - 10 years,Woman,Washington,Office Supplies,Appliances,3M Office Air Cleaner,103.92
460,Damala Kotsonis,45-54,It security ,SECOPS Manager,116000,11 - 20 years,Woman,Washington,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91
461,Shui Tom,25-34,Janitorial,Operations Manager,29120,5-7 years,Woman,Washington,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312
462,Michael Moore,25-34,Journalism,Reporter,35600,5-7 years,Woman,Arizona,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56
463,Pauline Webber,35-44,Lab Science (Biotech),Scientist II,83200,11 - 20 years,Woman,Arizona,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.6299999999999
464,Shaun Chance,25-34,Labor,Communications Specialist,66617,5-7 years,Woman,Arizona,Office Supplies,Binders,Poly Designer Cover & Back,28.485
465,Thais Sissman,35-44,labor union,field representative,65557,21 - 30 years,Woman,Arizona,Office Supplies,Supplies,Premier Electric Letter Opener,185.376
466,Mark Cousins,25-34,Laboratory research,Research scientist and lab manager,48000,5-7 years,Woman,Arizona,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272
467,Maria Etezadi,25-34,Landscape Architecture,Landscape Architect/Associate,82000,8 - 10 years,Woman,Illinois,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.74400000000003
